BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,timestamp
STATEN ISLAND,10314.0,40.613525,-74.11685,"(40.613525, -74.11685)",VICTORY BOULEVARD               ,SLOSSON AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4400933,Sedan,Sedan,,,,1616019300
BROOKLYN,11236.0,40.64366,-73.90067,"(40.64366, -73.90067)",ROCKAWAY PARKWAY,FLATLANDS AVENUE,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,4408960,Sedan,Station Wagon/Sport Utility Vehicle,,,,1618934580
MANHATTAN,10032.0,40.836777,-73.93919,"(40.836777, -73.93919)",,,2088      AMSTERDAM AVENUE              ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4285859,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1581274500
QUEENS,11432.0,40.707726,-73.7913,"(40.707726, -73.7913)",91 AVENUE                       ,169 STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,4276449,Station Wagon/Sport Utility Vehicle,,,,,1579248000
BROOKLYN,11211.0,40.711716,-73.94305,"(40.711716, -73.94305)",,,750       GRAND STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4409400,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1619045220
BROOKLYN,11226.0,40.65389,-73.954475,"(40.65389, -73.954475)",,,151       LENOX ROAD                    ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4309908,Sedan,,,,,1587492900
MANHATTAN,10024.0,40.78517,-73.973145,"(40.78517, -73.973145)",WEST 84 STREET                  ,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4286429,Station Wagon/Sport Utility Vehicle,Taxi,,,,1581120000
QUEENS,11412.0,40.702663,-73.75023,"(40.702663, -73.75023)",,,205-34    113 AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4325617,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1593909600
STATEN ISLAND,10309.0,40.532482,-74.2031,"(40.532482, -74.2031)",DRUMGOOLE ROAD WEST             ,FOSTER ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4335932,Station Wagon/Sport Utility Vehicle,Sedan,,,,1596629340
QUEENS,11433.0,40.70509,-73.7907,"(40.70509, -73.7907)",168 PLACE                       ,93 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,4345939,Sedan,,,,,1599588000
BRONX,10473.0,40.82189,-73.88248,"(40.82189, -73.88248)",,,955       BRONX RIVER AVENUE            ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4396257,Sedan,Station Wagon/Sport Utility Vehicle,,,,1614795900
QUEENS,11411.0,40.69732,-73.74102,"(40.69732, -73.74102)",218 STREET,116 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4411107,Sedan,,,,,1619517600
BROOKLYN,11226.0,40.651764,-73.94854,"(40.651764, -73.94854)",,,307       MARTENSE STREET               ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,4339819,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,1597834920
QUEENS,11428.0,40.71817,-73.736145,"(40.71817, -73.736145)",JAMAICA AVENUE,219 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4439495,Station Wagon/Sport Utility Vehicle,,,,,1626978480
BRONX,10470.0,40.905876,-73.84721,"(40.905876, -73.84721)",EAST 243 STREET                 ,BARNES AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4319483,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1591119000
MANHATTAN,10029.0,40.79046,-73.94757,"(40.79046, -73.94757)",,,1635      LEXINGTON AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4394113,Box Truck,Sedan,,,,1614084600
BROOKLYN,11236.0,40.631695,-73.885025,"(40.631695, -73.885025)",,,5935      SHORE PARKWAY                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4376928,Sedan,,,,,1608137100
QUEENS,11370.0,40.757114,-73.885666,"(40.757114, -73.885666)",,,32-26     82 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4339112,Sedan,,,,,1597567800
BRONX,10461.0,40.846127,-73.84471,"(40.846127, -73.84471)",,,1695      EASTCHESTER ROAD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4346092,Ambulance,,,,,1599576900
QUEENS,11355.0,40.760532,-73.82156,"(40.760532, -73.82156)",41 AVENUE,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4454777,Sedan,,,,,1630866180
BROOKLYN,11208.0,40.66195,-73.8727,"(40.66195, -73.8727)",,,694       ATKINS AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4387673,Station Wagon/Sport Utility Vehicle,,,,,1611936000
BRONX,10469.0,40.880947,-73.85456,"(40.880947, -73.85456)",PAULDING AVENUE,EAST 219 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,4483955,Sedan,,,,,1638781200
BRONX,10468.0,40.867916,-73.895615,"(40.867916, -73.895615)",,,2710      MORRIS AVENUE,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,,,4478139,Station Wagon/Sport Utility Vehicle,Sedan,,,,1637090280
BROOKLYN,11235.0,40.5863445,-73.9314464,"(40.5863445, -73.9314464)",KNAPP STREET,HARKNESS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4469980,Sedan,Station Wagon/Sport Utility Vehicle,,,,1634923800
BROOKLYN,11203.0,40.64028,-73.94363,"(40.64028, -73.94363)",NEWKIRK AVENUE                  ,EAST 35 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4308549,Sedan,PK,,,,1586691420
QUEENS,11411.0,40.7018277,-73.7476817,"(40.7018277, -73.7476817)",207 STREET,MURDOCK AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,4468967,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,1634692920
QUEENS,11416.0,40.68816,-73.848854,"(40.68816, -73.848854)",WOODHAVEN BOULEVARD             ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4316029,Box Truck,Bike,,,,1590160200
BRONX,10451.0,40.82277,-73.9146,"(40.82277, -73.9146)",,,812       MELROSE AVENUE                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4398881,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1615771020
MANHATTAN,10019.0,40.772236,-73.99388,"(40.772236, -73.99388)",WEST 58 STREET,12 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4474504,Sedan,Station Wagon/Sport Utility Vehicle,,,,1636153140
QUEENS,11432.0,40.71067,-73.8053,"(40.71067, -73.8053)",,,85-66     159 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,4336108,Pick-up Truck,,,,,1596438000
MANHATTAN,10026.0,40.80034,-73.94789,"(40.80034, -73.94789)",,,20        WEST 115 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4422608,Sedan,Sedan,,,,1622217600
MANHATTAN,10002.0,40.723175,-73.9894,"(40.723175, -73.9894)",EAST HOUSTON STREET             ,ELDRIDGE STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4291276,Sedan,Station Wagon/Sport Utility Vehicle,,,,1582192800
QUEENS,11369.0,40.764492,-73.88401,"(40.764492, -73.88401)",,,85-05     ASTORIA BOULEVARD             ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4314926,Station Wagon/Sport Utility Vehicle,Box Truck,,,,1589484600
QUEENS,11385.0,40.711582,-73.90004,"(40.711582, -73.90004)",,,63-16     FRESH POND ROAD               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4357946,Sedan,Van,,,,1602731580
MANHATTAN,10002.0,40.7161833,-73.9807441,"(40.7161833, -73.9807441)",COLUMBIA STREET,DELANCEY STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4469929,Bike,,,,,1634924700
BROOKLYN,11207.0,40.681946,-73.904884,"(40.681946, -73.904884)",BUSHWICK AVENUE                 ,DE SALES PLACE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4297812,Sedan,Pick-up Truck,,,,1583280000
BROOKLYN,11204.0,40.613388,-73.995995,"(40.613388, -73.995995)",BAY RIDGE PARKWAY,18 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4435092,Sedan,Sedan,,,,1625680080
QUEENS,11370.0,40.76854,-73.89342,"(40.76854, -73.89342)",76 STREET                       ,DITMARS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4380110,Sedan,,,,,1609081200
BROOKLYN,11230.0,40.618042,-73.95981,"(40.618042, -73.95981)",,,1507      AVENUE M                      ,1,0,1,0,0,0,0,0,Unspecified,,,,,4393856,Bike,,,,,1613983380
BRONX,10456.0,40.824066,-73.908714,"(40.824066, -73.908714)",EAST 163 STREET                 ,3 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4365242,Sedan,Station Wagon/Sport Utility Vehicle,,,,1604697000
BROOKLYN,11229.0,40.60106,-73.93427,"(40.60106, -73.93427)",,,2245      GERRITSEN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4454312,Station Wagon/Sport Utility Vehicle,Sedan,,,,1630933980
BRONX,10463.0,40.87892,-73.90479,"(40.87892, -73.90479)",WEST 231 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4337629,Sedan,,,,,1597163400
QUEENS,11423.0,40.71486,-73.75922,"(40.71486, -73.75922)",201 STREET                      ,93 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4395927,Sedan,Sedan,,,,1614190800
BRONX,10475.0,40.877476,-73.83661,"(40.877476, -73.83661)",BAYCHESTER AVENUE               ,GIVAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4307206,Sedan,,,,,1583856000
BROOKLYN,11219.0,40.638596,-73.992,"(40.638596, -73.992)",12 AVENUE                       ,45 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4363727,Bus,Taxi,,,,1604050680
STATEN ISLAND,10306.0,40.580727,-74.0991,"(40.580727, -74.0991)",HULL AVENUE                     ,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4314023,Pick-up Truck,Bus,,,,1589716320
BROOKLYN,11232.0,40.656708,-74.00537,"(40.656708, -74.00537)",34 STREET                       ,3 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4275762,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1579370400
BRONX,10459.0,40.82704,-73.89855,"(40.82704, -73.89855)",,,1226      PROSPECT AVENUE               ,1,0,1,0,0,0,0,0,Unspecified,,,,,4322397,Taxi,,,,,1592851800
BROOKLYN,11210.0,40.63158,-73.94755,"(40.63158, -73.94755)",NOSTRAND AVENUE,AVENUE H,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4483506,Sedan,Station Wagon/Sport Utility Vehicle,,,,1638559800
QUEENS,11421.0,40.69595,-73.86237,"(40.69595, -73.86237)",PARK LANE SOUTH                 ,FOREST PARKWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4330292,Sedan,,,,,1594748520
QUEENS,11432.0,40.71405,-73.77801,"(40.71405, -73.77801)",HILLSIDE AVENUE,184 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4479087,Sedan,Station Wagon/Sport Utility Vehicle,,,,1637337420
BROOKLYN,11218.0,40.63359,-73.973656,"(40.63359, -73.973656)",AVENUE F                        ,EAST 5 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4367558,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,1605312120
BRONX,10462.0,40.854393,-73.86201,"(40.854393, -73.86201)",LYDIG AVENUE                    ,MULINER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4291780,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,1582294320
BROOKLYN,11236.0,40.651157,-73.918144,"(40.651157, -73.918144)",REMSEN AVENUE,AVENUE A,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4474084,Station Wagon/Sport Utility Vehicle,,,,,1635691200
BROOKLYN,11231.0,40.678654,-74.01629,"(40.678654, -74.01629)",DIKEMAN STREET,FERRIS STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4417643,Sedan,,,,,1621273800
BROOKLYN,11203.0,40.654724,-73.93267,"(40.654724, -73.93267)",,,300       EAST 48 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4392522,Station Wagon/Sport Utility Vehicle,,,,,1613462400
BRONX,10468.0,40.860462,-73.8994,"(40.860462, -73.8994)",,,2403      CRESTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4480722,,,,,,1637814300
MANHATTAN,10040.0,40.864525,-73.92663,"(40.864525, -73.92663)",DYCKMAN STREET                  ,VERMILYEA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4324066,Station Wagon/Sport Utility Vehicle,Sedan,,,,1593372300
BRONX,10463.0,40.882908,-73.908264,"(40.882908, -73.908264)",,,3210      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,,4490407,Sedan,Sedan,Sedan,Sedan,,1638827400
QUEENS,11367.0,40.720684,-73.81868,"(40.720684, -73.81868)",MAIN STREET                     ,77 ROAD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4334975,Sedan,Bike,,,,1596458460
BRONX,10466.0,40.88872,-73.858154,"(40.88872, -73.858154)",,,754       EAST 227 STREET               ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4402418,Sedan,,,,,1616792400
BRONX,10457.0,40.84692,-73.89756,"(40.84692, -73.89756)",,,484       EAST TREMONT AVENUE,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4434006,Motorbike,,,,,1625251500
BROOKLYN,11203.0,40.64632,-73.92981,"(40.64632, -73.92981)",UTICA AVENUE                    ,BEVERLEY ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,4287428,Sedan,Tractor Truck Diesel,Box Truck,,,1581412200
MANHATTAN,10028.0,40.78142,-73.96019,"(40.78142, -73.96019)",,,1049      5 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4413653,Sedan,,,,,1620217140
MANHATTAN,10011.0,40.7397514,-74.0025224,"(40.7397514, -74.0025224)",8 AVENUE,WEST 14 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4470833,Ambulance,,,,,1634750700
BROOKLYN,11203.0,40.653442,-73.93639,"(40.653442, -73.93639)",LINDEN BOULEVARD                ,TROY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4277517,Sedan,Box Truck,,,,1579183200
QUEENS,11378.0,40.725994,-73.907814,"(40.725994, -73.907814)",,,59-08     55 DRIVE                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4280639,Bus,Forklift,,,,1580311440
QUEENS,11692.0,40.590633,-73.788765,"(40.590633, -73.788765)",,,146       BEACH 59 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4484563,Station Wagon/Sport Utility Vehicle,,,,,1633075980
BROOKLYN,11214.0,40.5957,-73.98595,"(40.5957, -73.98595)",,,8638      26 AVENUE                     ,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4352338,Station Wagon/Sport Utility Vehicle,Sedan,,,,1601237100
BROOKLYN,11207.0,40.651352,-73.89275,"(40.651352, -73.89275)",GLENWOOD ROAD,WILLIAMS AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4488891,Sedan,,,,,1640155320
BROOKLYN,11229.0,40.609642,-73.9456,"(40.609642, -73.9456)",QUENTIN ROAD                    ,EAST 28 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,4287621,Sedan,Station Wagon/Sport Utility Vehicle,,,,1581535200
BROOKLYN,11233.0,40.676937,-73.92183,"(40.676937, -73.92183)",RALPH AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4483497,Sedan,E-Bike,,,,1638462780
QUEENS,11412.0,40.693825,-73.750374,"(40.693825, -73.750374)",201 PLACE                       ,118 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4394005,Sedan,Sedan,,,,1614007800
QUEENS,11367.0,40.717937,-73.816185,"(40.717937, -73.816185)",UNION TURNPIKE                  ,146 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4294984,Taxi,Sedan,,,,1582942800
QUEENS,11385.0,40.70397,-73.90413,"(40.70397, -73.90413)",WOODWARD AVENUE                 ,MADISON STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4363152,Sedan,,,,,1603969500
BROOKLYN,11229.0,40.59367,-73.94544,"(40.59367, -73.94544)",,,4441      BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4407100,Sedan,,,,,1618253400
QUEENS,11417.0,40.671257,-73.84425,"(40.671257, -73.84425)",,,138-18    REDDING STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4444542,Station Wagon/Sport Utility Vehicle,,,,,1628208000
BRONX,10451.0,40.82244,-73.91289,"(40.82244, -73.91289)",EAST 159 STREET                 ,ELTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4282433,Station Wagon/Sport Utility Vehicle,,,,,1580580000
BROOKLYN,11224.0,40.57519,-73.99426,"(40.57519, -73.99426)",,,2900      WEST 28 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4338127,Sedan,,,,,1597236420
STATEN ISLAND,10314.0,40.611427,-74.116844,"(40.611427, -74.116844)",REON AVENUE                     ,SLOSSON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4390321,Sedan,Sedan,,,,1612130640
MANHATTAN,10002.0,40.71738,-73.99131,"(40.71738, -73.99131)",ALLEN STREET,GRAND STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4454240,Sedan,,,,,1630525740
QUEENS,11433.0,40.697285,-73.79446,"(40.697285, -73.79446)",160 STREET                      ,107 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4273689,Sedan,Station Wagon/Sport Utility Vehicle,,,,1579039680
QUEENS,11434.0,40.668446,-73.77193,"(40.668446, -73.77193)",BREWER BOULEVARD                ,144 ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4388807,Sedan,,,,,1612287900
QUEENS,11385.0,40.704605,-73.9023,"(40.704605, -73.9023)",FAIRVIEW AVENUE,PUTNAM AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4443653,Sedan,Station Wagon/Sport Utility Vehicle,,,,1627855260
QUEENS,11436.0,40.675278,-73.79335,"(40.675278, -73.79335)",123 AVENUE                      ,INWOOD STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4274792,Sedan,Sedan,,,,1579276500
BROOKLYN,11233.0,40.67619,-73.9081,"(40.67619, -73.9081)",EASTERN PARKWAY,ATLANTIC AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4474100,,,,,,1636016400
BROOKLYN,11212.0,40.661995,-73.91959,"(40.661995, -73.91959)",EAST 98 STREET                  ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4393482,Station Wagon/Sport Utility Vehicle,,,,,1613926500
MANHATTAN,10029.0,40.788994,-73.94656,"(40.788994, -73.94656)",EAST 102 STREET,3 AVENUE,,2,0,0,0,0,0,2,0,Other Vehicular,Unspecified,,,,4444676,Station Wagon/Sport Utility Vehicle,Van,,,,1627122600
BROOKLYN,11219.0,40.62896,-74.00202,"(40.62896, -74.00202)",,,6202      12 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4362130,Sedan,,,,,1603915200
BROOKLYN,11236.0,40.634575,-73.90596,"(40.634575, -73.90596)",AVENUE K                        ,EAST 85 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4274142,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,1579033500
BROOKLYN,11212.0,40.654556,-73.91417,"(40.654556, -73.91417)",,,567       EAST 96 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4285791,Station Wagon/Sport Utility Vehicle,,,,,1581160800
QUEENS,11432.0,40.70772,-73.796326,"(40.70772, -73.796326)",89 AVENUE,165 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4414254,Station Wagon/Sport Utility Vehicle,Sedan,,,,1619904600
BROOKLYN,11215.0,40.671864,-73.97086,"(40.671864, -73.97086)",PROSPECT PARK WEST,PRESIDENT STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4485378,Sedan,Sedan,,,,1639152480
BROOKLYN,11210.0,40.625957,-73.940414,"(40.625957, -73.940414)",,,1808      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4269178,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1578239820
BRONX,10475.0,40.879906,-73.83181,"(40.879906, -73.83181)",,,1010      BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4471429,Station Wagon/Sport Utility Vehicle,Sedan,,,,1635281100
BROOKLYN,11214.0,40.60242,-73.99459,"(40.60242, -73.99459)",86 STREET                       ,BAY 29 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4367298,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1605225600
BROOKLYN,11222.0,40.722775,-73.9471,"(40.722775, -73.9471)",MC GUINNESS BOULEVARD,DRIGGS AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4483947,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1638779700
BROOKLYN,11232.0,40.658787,-73.99977,"(40.658787, -73.99977)",28 STREET                       ,4 AVENUE,,1,0,0,0,0,0,1,0,Passing Too Closely,Passing Too Closely,,,,4270117,Box Truck,Sedan,,,,1578299400
STATEN ISLAND,10304.0,40.62146,-74.071754,"(40.62146, -74.071754)",BAY STREET,TOWNSEND AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4407644,Sedan,Sedan,,,,1618429800
MANHATTAN,10022.0,40.759308,-73.9653,"(40.759308, -73.9653)",EAST 57 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4284850,Taxi,Station Wagon/Sport Utility Vehicle,,,,1581054420
BROOKLYN,11215.0,40.674274,-73.98204,"(40.674274, -73.98204)",,,269       5 AVENUE,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4423523,Sedan,,,,,1622710260
QUEENS,11377.0,40.751083,-73.9079,"(40.751083, -73.9079)",54 STREET,37 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4455213,Sedan,,,,,1631102100
QUEENS,11373.0,40.733536,-73.87035,"(40.733536, -73.87035)",QUEENS BOULEVARD                ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4370431,Sedan,Sedan,,,,1606129800
MANHATTAN,10022.0,40.758633,-73.96579,"(40.758633, -73.96579)",EAST 56 STREET                  ,2 AVENUE,,1,0,1,0,0,0,0,0,,,,,,4346636,,,,,,1599739200
BROOKLYN,11207.0,40.658337,-73.87759,"(40.658337, -73.87759)",ASHFORD STREET,COZINE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4441996,Sedan,Sedan,,,,1627463400
QUEENS,11413.0,40.68561,-73.75027,"(40.68561, -73.75027)",SPRINGFIELD BOULEVARD           ,197 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4315601,Station Wagon/Sport Utility Vehicle,,,,,1590344100
BRONX,10457.0,40.84664,-73.90469,"(40.84664, -73.90469)",CLAY AVENUE                     ,EAST 175 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4278149,Sedan,,,,,1579766400
BROOKLYN,11222.0,40.730736,-73.94865,"(40.730736, -73.94865)",,,278       GREENPOINT AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,4483697,Station Wagon/Sport Utility Vehicle,Box Truck,,,,1638531900
QUEENS,11368.0,40.737255,-73.85583,"(40.737255, -73.85583)",,,60-15     CALLOWAY STREET               ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4340999,Sedan,,,,,1597318080
QUEENS,11421.0,40.694965,-73.866776,"(40.694965, -73.866776)",,,85-07     76 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4334166,Station Wagon/Sport Utility Vehicle,,,,,1596213900
QUEENS,11420.0,40.66703,-73.822716,"(40.66703, -73.822716)",,,118-18    150 AVENUE                    ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,,,4374161,Sedan,Station Wagon/Sport Utility Vehicle,,,,1607328660
